"title","title_type","directors","imdb_rating","runtime","year","genres","num_votes","rel_date","url","id","title_rt","year_rt","genre_rt","mpaa_rating","runtime_rt","critics_rating","critics_score","audience_rating","audience_score","actor1","actor2","actor3","actor4","actor5","director_rt","studio","link"
"Where the Heart Is","Feature Film","Matt Williams",6.8,120,"2000","comedy, drama, romance",25177,"2000-04-28","http://www.imdb.com/title/tt0198021/","0198021","Where the Heart Is",2000,"Drama","PG-13","120","Rotten",35,"Upright",77,"Natalie Portman","Ashley Judd","Sally Field","Stockard Channing","Joan Cusack","Matt Williams","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/1096832-where_the_heart_is/"
"Eagle Eye","Feature Film","D.J. Caruso",6.6,118,"2008","action, mystery, thriller",137557,"2008-09-16","http://www.imdb.com/title/tt1059786/","1059786","Eagle Eye",2008,"Mystery & Suspense","PG-13","117","Rotten",26,"Upright",62,"Shia LaBeouf","Michelle Monaghan","Michael Chiklis","Rosario Dawson","Billy Bob Thornton","D.J. Caruso","Paramount Studios","http://www.rottentomatoes.com/m/eagle_eye/"
"Metropolitan","Feature Film","Whit Stillman",7.4,98,"1990","comedy, drama, romance",6386,"1990-01","http://www.imdb.com/title/tt0100142/","0100142","Metropolitan",1990,"Drama","PG-13","98","Fresh",89,"Upright",84,"Carolyn Farina","Edward Clements","Chris Eigeman","Taylor Nichols","Allison Rutledge-Parisi","Whit Stillman","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/metropolitan/"
"Junior","Feature Film","Ivan Reitman",4.5,109,"1994","comedy, romance, sci_fi",47985,"1994-11-23","http://www.imdb.com/title/tt0110216/","0110216","Junior",1994,"Science Fiction & Fantasy","PG-13","110","Rotten",32,"Spilled",21,"Arnold Schwarzenegger","Emma Thompson","Frank Langella","Pamela Reed","Judy Collins","Ivan Reitman","MCA Universal Home Video","http://www.rottentomatoes.com/m/1058426-junior/"
"U.S. Marshals","Feature Film","Stuart Baird",6.5,131,"1998","action, crime, thriller",70641,"1998-03-06","http://www.imdb.com/title/tt0120873/","0120873","U.S. Marshals",1997,"Action & Adventure","PG-13","125","Rotten",27,"Spilled",54,"Tommy Lee Jones","Wesley Snipes","Robert Downey Jr.","Kate Nelligan","Joe Pantoliano","Stuart Baird","Warner Bros. Pictures","http://www.rottentomatoes.com/m/us_marshals/"
"Beverly Hills Cop III","Feature Film","John Landis",5.5,104,"1994","action, comedy, crime, thriller",52632,"1994-05-25","http://www.imdb.com/title/tt0109254/","0109254","Beverly Hills Cop III",1994,"Action & Adventure","R","109","Rotten",10,"Spilled",36,"Eddie Murphy","Judge Reinhold","Hector Elizondo","Theresa Randle","Bronson Pinchot","John Landis","Paramount Home Video","http://www.rottentomatoes.com/m/beverly_hills_cop_3/"
"Notorious","Feature Film","George Tillman Jr.",6.6,122,"2009","biography, drama, music",25476,"2009-01-16","http://www.imdb.com/title/tt0472198/","0472198","Notorious",2009,"Musical & Performing Arts","R","123","Rotten",51,"Upright",66,"Jamal Woolard","Angela Bassett","Derek Luke","Antonique Smith","Anthony Mackie","George Tillman Jr.","Fox Searchlight Pictures","http://www.rottentomatoes.com/m/10009632-notorious/"
"Tuesdays with Morrie","TV Movie","Mick Jackson",7.5,89,"1999","biography, drama",3337,"1999-12-05","http://www.imdb.com/title/tt0207805/","0207805","Tuesdays With Morrie",1999,"Drama","Unrated","89","Fresh",71,"Upright",84,"Hank Azaria","Jack Lemmon","Wendy Moniz","Bonnie Bartlett","Caroline Aaron","Mick Jackson","ABC","http://www.rottentomatoes.com/m/tuesdays_with_morrie/"
"Fragile","Feature Film","Jaume Balagueró",6.2,101,"2005","thriller, horror",11752,"2005-09-02","http://www.imdb.com/title/tt0422272/","0422272","Fragiles (Fragile)",2005,"Horror","PG-13","101",NA,-1,"Spilled",47,"Richard Flockhart","Calista Flockhart","Richard Roxburgh","Elena Anaya","Gemma Jones","Jaume Balaguero","MGM","http://www.rottentomatoes.com/m/fragiles-fragile/"
"The Wackness","Feature Film","Jonathan Levine",7,99,"2008","comedy, drama, romance",25664,"2008-01-18","http://www.imdb.com/title/tt1082886/","1082886","The Wackness",2008,"Drama","R","99","Fresh",69,"Upright",72,"Ben Kingsley","Josh Peck","Famke Janssen","Olivia Thirlby","Mary-Kate Olsen","Jonathan Levine","Sony Pictures Classics","http://www.rottentomatoes.com/m/wackness/"
"Sharpe's Company","TV Movie","Tom Clegg",8,100,"1994","action, adventure, history, war",1708,"1994-05-25","http://www.imdb.com/title/tt0111156/","0111156","Sharpe's Company",1994,"Action & Adventure","Unrated","100",NA,-1,"Upright",93,"Sean Bean","Daragh O'Malley","Hugh Fraser","Michael Byrne","Pete Postlethwaite","Tom Clegg",NA,"http://www.rottentomatoes.com/m/sharpes_company/"
"Ghosts of Mississippi","Feature Film","Rob Reiner",6.6,130,"1996","drama",7901,"1996-12-20","http://www.imdb.com/title/tt0116410/","0116410","Ghosts of Mississippi",1996,"Mystery & Suspense","PG-13","130","Rotten",46,"Upright",63,"James Woods","Alec Baldwin","Whoopi Goldberg","Craig T. Nelson","Susanna Thompson","Rob Reiner","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/ghosts_of_mississippi/"
"Java Heat","Feature Film","Conor Allyn",5.2,104,"2013","action, crime, drama, thriller",3726,"2013-04-11","http://www.imdb.com/title/tt2083231/","2083231","Java Heat",2013,"Drama","R","104","Rotten",8,"Spilled",27,"Mickey Rourke","Kellan Lutz","Ario Bayu","Atiqah Hasiholan","Frans Tumbuan","Conor Allyn","IFC Films","http://www.rottentomatoes.com/m/java_heat/"
"Holy Man","Feature Film","Stephen Herek",4.8,114,"1998","comedy, drama",14953,"1998-10-09","http://www.imdb.com/title/tt0120701/","0120701","Holy Man",1998,"Comedy","PG","120","Rotten",12,"Spilled",24,"Eddie Murphy","Jeff Goldblum","Kelly Preston","Robert Loggia","Jon Cryer","Stephen Herek","Hollywood Pictures","http://www.rottentomatoes.com/m/holy_man/"
"Hotel for Dogs","Feature Film","Thor Freudenthal",5.3,100,"2009","comedy, family",14238,"2009-01-15","http://www.imdb.com/title/tt0785006/","0785006","Hotel for Dogs",2009,"Action & Adventure","PG","100","Rotten",45,"Spilled",55,"Don Cheadle","Emma Roberts","Jake T. Austin","Kyla Pratt","Kevin Dillon","Thor Freudenthal","Dreamworks Pictures","http://www.rottentomatoes.com/m/hotel_for_dogs/"
"Highway","Feature Film","James Cox",6.3,97,"2002","crime, drama",4689,"2002-03-26","http://www.imdb.com/title/tt0165361/","0165361","Highway",2001,"Drama","R","94",NA,-1,"Upright",69,"Jared Leto","Jake Gyllenhaal","Selma Blair","John C. McGinley","Jeremy Piven","James Cox","WARNER BROTHERS PICTURES","http://www.rottentomatoes.com/m/highway/"
"Dirty Deeds","Feature Film","David Caesar",6.3,110,"2002","comedy, crime",2739,"2002-07-18","http://www.imdb.com/title/tt0280605/","0280605","Dirty Deeds",2002,"Drama","R","96","Fresh",64,"Spilled",52,"Toni Collette","Bryan Brown","John Goodman","Sam Neill","Sam Worthington","David Caesar",NA,"http://www.rottentomatoes.com/m/dirty_deeds/"
"Mr. Nanny","Feature Film","Michael Gottlieb",3.5,84,"1993","action, comedy, family",7072,"1993-04-02","http://www.imdb.com/title/tt0107612/","0107612","Mr. Nanny",1993,"Action & Adventure","PG","85","Rotten",7,"Spilled",33,"Hulk Hogan","Sherman Hemsley","Austin Pendleton","Robert Hy Gorman","Madeline Zima","Michael Gottlieb","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/mr_nanny/"
"John Wycliffe: The Morning Star","Feature Film","Tony Tew",7.3,75,"1984","biography, drama, history",86,"1984","http://www.imdb.com/title/tt0390145/","0390145","John Wycliffe",1984,"Drama","Unrated","",NA,-1,"Spilled",50,"Keith Buckley","Peter Howell","Robert James","Barrie Cookson","James Downie","Tony Tew",NA,"http://www.rottentomatoes.com/m/john-wycliffe1984/"
"Henry's Crime","Feature Film","Malcolm Venville",6,108,"2010","comedy, crime, drama, romance",14143,"2010-09-14","http://www.imdb.com/title/tt1220888/","1220888","Henry's Crime",2011,"Comedy","R","108","Rotten",40,"Spilled",24,"Keanu Reeves","Vera Farmiga","James Caan","Peter Stormare","Bill Duke","Malcolm Venville","Moving Pictures","http://www.rottentomatoes.com/m/henrys_crime_2010/"
"Revenge of the Bridesmaids","TV Movie","James Hayman",6.1,95,"2010","comedy, romance",3669,"2010-07-18","http://www.imdb.com/title/tt1666642/","1666642","Revenge Of The Bridesmaids",2010,"Comedy","Unrated","90",NA,-1,"Spilled",57,"Raven","Joanna Garcia","Chryssie Whitehead","Lyle Brocato","Virginia Williams","Jim Hayman",NA,"http://www.rottentomatoes.com/m/revenge_of_the_bridesmaids/"
"Mud","Feature Film","Jeff Nichols",7.5,130,"2012","drama",112328,"2012-05-26","http://www.imdb.com/title/tt1935179/","1935179","Mud",2013,"Drama","PG-13","131","Certified Fresh",98,"Upright",80,"Matthew McConaughey","Tye Sheridan","Sam Shepard","Jacob Lofland","Reese Witherspoon","Jeff Nichols (VI)","Lionsgate/Roadside Attractions","http://www.rottentomatoes.com/m/mud_2012/"
"Aliens","Feature Film","James Cameron",8.4,137,"1986","action, adventure, sci_fi, thriller",414696,"1986-07-18","http://www.imdb.com/title/tt0090605/","0090605","Aliens",1986,"Action & Adventure","R","138","Certified Fresh",98,"Upright",94,"Sigourney Weaver","Carrie Henn","Michael Biehn","Paul Reiser","Bill Paxton","James Cameron","20th Century Fox Film Corporat","http://www.rottentomatoes.com/m/1000617-aliens/"
"Little Birds","Feature Film","Elgin James",6.2,94,"2011","drama",3363,"2011-01-23","http://www.imdb.com/title/tt1623745/","1623745","Little Birds",2012,"Drama","R","94","Rotten",53,"Spilled",42,"Juno Temple","Kay Panabaker","Kate Bosworth","Kyle Gallner","Leslie Mann","Elgin James","Millenium Entertainment","http://www.rottentomatoes.com/m/little_birds/"
"The Care Bears Adventure in Wonderland","Feature Film","Raymond Jafelice",5.5,80,"1987","animation, comedy, family",773,"1987-08-07","http://www.imdb.com/title/tt0092723/","0092723","Care Bears Adventure in Wonderland",1987,"Animation","G","80",NA,-1,"Upright",72,"Bob Dermer","Eva Almos","Dan Hennessey","Jim Henshaw","Marla Lukofsky","Raymond Jafelice","Cineplex Odeon / Nelvana","http://www.rottentomatoes.com/m/care-bears-adventure-in-wonderland/"
"The Taking of Pelham 1 2 3","Feature Film","Tony Scott",6.4,106,"2009","action, crime, thriller",131841,"2009-06-04","http://www.imdb.com/title/tt1111422/","1111422","The Taking of Pelham 1 2 3",2009,"Mystery & Suspense","R","106","Rotten",51,"Spilled",52,"Denzel Washington","John Travolta","James Gandolfini","John Turturro","Luis Guzman","Tony Scott","Sony/Columbia Pictures","http://www.rottentomatoes.com/m/1207149-taking_of_pelham_1_2_3/"
"Journey to the Center of the Earth","Feature Film","Eric Brevig",5.8,93,"2008","action, adventure, family, fantasy, sci_fi",71864,"2008-07-10","http://www.imdb.com/title/tt0373051/","0373051","Journey to the Center of the Earth",2008,"Action & Adventure","PG","93","Fresh",61,"Spilled",51,"Brendan Fraser","Josh Hutcherson","Anita Briem","Cale Boyter","Garth Gilker","Eric Brevig","Warner Bros. Pictures","http://www.rottentomatoes.com/m/10008588-journey_3d/"
"Invincible","Feature Film","Werner Herzog",6.6,133,"2001","drama, war",3289,"2001-09-03","http://www.imdb.com/title/tt0245171/","0245171","Invincible",2002,"Art House & International","PG-13","135","Rotten",54,"Spilled",52,"Tim Roth","Jouko Ahola","Anna Gourari","Max Raabe","Max L. Raab","Werner Herzog","Fine Line Features","http://www.rottentomatoes.com/m/1110925-invincible/"
"Slumdog Millionaire","Feature Film","Danny Boyle, Loveleen Tandan",8,120,"2008","drama, romance",557004,"2008-08-30","http://www.imdb.com/title/tt1010048/","1010048","Slumdog Millionaire",2008,"Drama","R","121","Certified Fresh",92,"Upright",90,"Dev Patel","Freida Pinto","Madhur Mittal","Anil Kapoor","Mia Inderbitzin","Danny Boyle","Fox Searchlight Pictures","http://www.rottentomatoes.com/m/slumdog_millionaire/"
"The Way","Feature Film","Emilio Estevez",7.4,123,"2010","adventure, comedy, drama",17866,"2010-09-10","http://www.imdb.com/title/tt1441912/","1441912","The Way",2011,"Drama","PG-13","115","Certified Fresh",82,"Upright",83,"Martin Sheen","Emilio Estevez","Yorick van Wageningen","Deborah Kara Unger","James Nesbitt","Emilio Estevez","Icon Entertainment","http://www.rottentomatoes.com/m/the_way_2011/"
"Flawless","Feature Film","Joel Schumacher",6.4,112,"1999","comedy, crime, drama",13239,"1999-11-24","http://www.imdb.com/title/tt0155711/","0155711","Flawless",1999,"Drama","R","112","Rotten",44,"Spilled",53,"Robert De Niro","Philip Seymour Hoffman","Barry Miller","Christopher Bauer","Skipp Sudduth","Joel Schumacher","MGM","http://www.rottentomatoes.com/m/flawless/"
"Bats","Feature Film","Louis Morneau",3.6,91,"1999","horror, sci_fi, thriller",7956,"1999-10-22","http://www.imdb.com/title/tt0200469/","0200469","Bats",1999,"Drama","R","91","Rotten",17,"Spilled",14,"Lou Diamond Phillips","Dina Meyer","Bob Gunton","Leon","Carlos Jacott","Louis Morneau","Destination Films","http://www.rottentomatoes.com/m/bats/"
"Ironclad","Feature Film","Jonathan English",6.2,121,"2011","action, adventure, history, romance",31163,"2011-03-04","http://www.imdb.com/title/tt1233301/","1233301","Ironclad",2011,"Action & Adventure","R","121","Rotten",43,"Spilled",42,"James Purefoy","Brian Cox","Derek Jacobi","Paul Giamatti","Kate Mara","Jonathan English","Arc Entertainment","http://www.rottentomatoes.com/m/ironclad/"
"Highlander: The Final Dimension","Feature Film","Andrew Morahan",4.2,99,"1994","action, fantasy, sci_fi",14481,"1994-11-30","http://www.imdb.com/title/tt0110027/","0110027","Highlander",1995,"Kids & Family","Unrated","",NA,-1,"Spilled",33,"Ben Campbell","Don Dickinson","Hrant Alianak","Katie Zegers","Lawrence Bayne",NA,NA,"http://www.rottentomatoes.com/m/highlander1994/"
"Cyborg","Feature Film","Albert Pyun",5,86,"1989","action, sci_fi, thriller",21303,"1989-04-07","http://www.imdb.com/title/tt0097138/","0097138","Cyborg",1989,"Action & Adventure","R","86","Rotten",14,"Spilled",31,"Jean-Claude Van Damme","Deborah Richter","Vincent Klyn","Alex Daniels","Dayle Haddon","Ablert Pyun","Cannon Home Video","http://www.rottentomatoes.com/m/cyborg/"
"Australia","Feature Film","Baz Luhrmann",6.6,165,"2008","adventure, drama, history, romance, war",94287,"2008-11-18","http://www.imdb.com/title/tt0455824/","0455824","Australia",2008,"Action & Adventure","PG-13","165","Rotten",55,"Upright",65,"Hugh Jackman","Nicole Kidman","Jack Thompson","David Wenham","Bryan Brown","Baz Luhrmann","20th Century Fox","http://www.rottentomatoes.com/m/australia/"
"Days of Thunder","Feature Film","Tony Scott",5.8,107,"1990","action, drama, sport",53386,"1990-06-27","http://www.imdb.com/title/tt0099371/","0099371","Days of Thunder",1990,"Drama","R","107","Rotten",39,"Upright",61,"Tom Cruise","Robert Duvall","Nicole Kidman","Randy Quaid","Cary Elwes","Tony Scott","Paramount Home Video","http://www.rottentomatoes.com/m/days_of_thunder/"
"Once Upon a Time: Magic Is Coming","TV Movie","Ralph Hemecker",7.9,60,"2012","drama",163,"2012-09-30","http://www.imdb.com/title/tt2426110/","2426110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Face/Off","Feature Film","John Woo",7.3,138,"1997","action, crime, sci_fi, thriller",253246,"1997-06-27","http://www.imdb.com/title/tt0119094/","0119094","Face/Off",1997,"Action & Adventure","R","138","Certified Fresh",91,"Upright",83,"John Travolta","Nicolas Cage","Joan Allen","Alessandro Nivola","Gina Gershon","John Woo","Paramount Pictures","http://www.rottentomatoes.com/m/faceoff/"
"Johnny Tsunami","TV Movie","Steve Boyum",6.4,88,"1999","drama, family, sport",2787,"1999-07-24","http://www.imdb.com/title/tt0206064/","0206064","Johnny Tsunami",1999,"Drama","G","92",NA,-1,"Upright",62,"Brandon Baker","Lee Thompson Young","Cary-Hiroyuki Tagawa","Kirsten Storms","Yuji Okumoto","Steve Boyum",NA,"http://www.rottentomatoes.com/m/johnny_tsunami/"
"New Nightmare","Feature Film","Wes Craven",6.4,112,"1994","fantasy, horror, mystery, thriller",32624,"1994-08","http://www.imdb.com/title/tt0111686/","0111686","Wes Craven's New Nightmare",1994,"Mystery & Suspense","R","112","Fresh",77,"Upright",66,"David Newson","Robert Englund","Heather Langenkamp","Miko Hughes","David Newsom","Wes Craven","Turner Home Entertainment","http://www.rottentomatoes.com/m/wes_cravens_new_nightmare/"
"The Thirty-Nine Steps","Feature Film","Don Sharp",6.6,102,"1978","thriller",1507,"1978-11-23","http://www.imdb.com/title/tt0078389/","0078389","The Thirty Nine Steps",1978,"Mystery & Suspense","PG","98",NA,-1,"Spilled",52,"Robert Powell","David Warner","Eric Porter","Karen Dotrice","John Mills","Don Sharp",NA,"http://www.rottentomatoes.com/m/thirtynine_steps/"
"Tapeheads","Feature Film","Bill Fishman",5.7,93,"1988","comedy, music",2938,"1988-01-22","http://www.imdb.com/title/tt0096223/","0096223","Tapeheads",1988,"Drama","R","93","Fresh",60,"Spilled",46,"John Cusack","Tim Robbins","Doug McClure","Connie Stevens","Clu Gulager","Bill Fishman","Anchor Bay Entertainment","http://www.rottentomatoes.com/m/tapeheads/"
"The Girl with the Dragon Tattoo","Feature Film","Niels Arden Oplev",7.8,152,"2009","crime, drama, mystery, thriller",156986,"2009-02-27","http://www.imdb.com/title/tt1132620/","1132620","The Girl with the Dragon Tattoo",2009,"Drama","R","154","Certified Fresh",86,"Upright",87,"Michael Nyqvist","Noomi Rapace","Lena Endre","Sven-Bertil Taube","Peter Haber","Niels Arden Oplev","Music Box Films","http://www.rottentomatoes.com/m/the_girl_with_the_dragon_tattoo_2009/"
"Colombiana","Feature Film","Olivier Megaton",6.4,108,"2011","action, crime, drama, thriller",68469,"2011-07-27","http://www.imdb.com/title/tt1657507/","1657507","Colombiana",2011,"Drama","PG-13","108","Rotten",27,"Upright",67,"Zoe Saldana","Jordi Molla","Lennie James","Michael Vartan","Cliff Curtis","Olivier Megaton","Sony Pictures","http://www.rottentomatoes.com/m/colombiana/"
"The Bang Bang Club","Feature Film","Steven Silver",7,106,"2010","drama",7157,"2010-09-15","http://www.imdb.com/title/tt1173687/","1173687","The Bang Bang Club",2011,"Drama","R","106","Rotten",49,"Upright",60,"Ryan Phillippe","Taylor Kitsch","Malin Akerman","Frank Rautenbach","Neels VanJaarsveld","Steven Silver","Tribeca","http://www.rottentomatoes.com/m/bang_bang_club/"
"The Mothman Prophecies","Feature Film","Mark Pellington",6.5,119,"2002","drama, horror, mystery, thriller",59007,"2002-01-25","http://www.imdb.com/title/tt0265349/","0265349","The Mothman Prophecies",2002,"Mystery & Suspense","PG-13","119","Rotten",52,"Spilled",56,"Richard Gere","Laura Linney","Debra Messing","Will Patton","Lucinda Jenney","Mark Pellington","Screen Gems","http://www.rottentomatoes.com/m/mothman_prophecies/"
